raw_sentence,labels
"1986 - Bishop Desmond Tutu was enthroned as Archbishop of Cape Town , South Africa .","['O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'B-LOC', 'I-LOC', 'O']"
"He said the market began strong , gave up some gains at midday and then was able to recover back at the close , but all on light volume .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
The highlights of the first day of the Democratic convention on Monday were expected to feature a mix of party leaders and people who have overcome adversity .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"BUENOS AIRES , Argentina 1996-08-27","['B-LOC', 'I-LOC', 'O', 'B-LOC', 'O']"
The poor do not need our sympathy and pity .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
soccer matches played over the weekend :,"['O', 'O', 'O', 'O', 'O', 'O', 'O']"
1. Mary Onyali ( Nigeria ) 22.42 seconds,"['O', 'B-PER', 'I-PER', 'O', 'B-LOC', 'O', 'O', 'O']"
-- FLNC Corsican nationalist movement announces end of truce after last night 's attacks .,"['O', 'B-ORG', 'B-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Megawati Sukarnoputri , deposed leader of the Indonesian Democratic Party ( PDI ) has sued the government for ousting her as PDI leader .","['B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O']"
"Marcelo , signed in close season to replace compatriot Ronaldo who left to play for Barcelona , opened the PSV scoring in the 19th minute when he fired home after good work from Rene Eijkelkamp .","['B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O']"
Tass did not say exactly when it took place .,"['B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Port conditions update - Lloyds Shipping .,"['O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O']"
CLEVELAND AT DETROIT,"['B-ORG', 'O', 'B-LOC']"
Results of Slovak first,"['O', 'O', 'B-MISC', 'O']"
A Lebanese military court on Friday sentenced to death in absentia the commander of Israel 's surrogate militia in south Lebanon on treason charges .,"['O', 'B-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O']"
"Whoever wants a big market position in the Midwest has to come in and grab Mercantile or Commerce . ""","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'B-ORG', 'O', 'O']"
"played , won , lost , drawn , batting bonus points , bowling bonus","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
GENEVA 1996-08-27,"['B-LOC', 'O']"
Israel and Lahd have repeatedly demanded safety guarantees for the SLA -- a mixed Christian-Shi'ite Moslem force -- which the Jewish states regards as loyal allies .,"['B-LOC', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'B-MISC', 'B-MISC', 'O', 'O', 'O', 'O', 'B-MISC', 'O', 'O', 'O', 'O', 'O', 'O']"
"On Monday , he had offered to talk to leaders of the United People 's Front Nepal ( Bhattarai ) , the Maoist faction which leads the insurgency .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'B-ORG', 'O', 'O', 'O', 'B-MISC', 'O', 'O', 'O', 'O', 'O', 'O']"
"Just three years ago Medvedev was one of the world 's best , with a ranking of six after reaching the French Open semifinal and winning three tournaments .","['O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'I-MISC', 'O', 'O', 'O', 'O', 'O', 'O']"
Britain 's Prince Charles and Princess Diana went to Saudi Arabia in November .,"['B-LOC', 'O', 'O', 'B-PER', 'O', 'O', 'B-PER', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'O', 'O']"
The poll gave Clinton a 53 percent to 39 percent lead over Dole if Perot were not in the race .,"['O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O']"
"Earlier , police declined to comment on whether it suspected a link with the Marc Dutroux case , the paedophile kidnap , sex abuse and murder scandal which has rocked Belgium in the past two weeks .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O']"
"British Prime Minister Margaret Thatcher's Conservatives lead the opposition Labour party by seven percentage points in the June 11 election campaign , according to a public opinion poll today .","['B-MISC', 'O', 'O', 'B-PER', 'O', 'B-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
SOCCER - BELGIAN FIRST DIVISION RESULTS / STANDINGS .,"['O', 'O', 'B-MISC', 'O', 'O', 'O', 'O', 'O', 'O']"
"Petroleum products 4,605 5,110 30,589 29,328","['O', 'O', 'O', 'O', 'O', 'O']"
"A group of farmers in Huize county in the southwestern province of Yunnan were arrested for blending alcohol with methanol and selling the toxic liquor to local residents , the agency said .","['O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Three out of four Swedish babies born to mothers who caught measles developed serious cases of Crohn 's disease , the researchers said .","['O', 'O', 'O', 'O', 'B-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Albanian moderates want autonomy restored but hardliners want to join up with neighbouring Albania .,"['B-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O']"
CRICKET - LEICESTERSHIRE TAKE OVER AT TOP AFTER INNINGS VICTORY .,"['O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
""" On Friday , all Moslems , including Palestinians in Israel ...","['O', 'O', 'O', 'O', 'O', 'B-MISC', 'O', 'O', 'B-MISC', 'O', 'B-LOC', 'O']"
"10. Paul Lawrie 211,420","['O', 'B-PER', 'I-PER', 'O']"
"The party , led by the vigorously-confident Klaus , took 32 of 81 seats after late November runoff elections to the new upper house of Czech parliament .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O']"
16= Sabina Panzanini ( Italy ) 100,"['O', 'B-PER', 'I-PER', 'O', 'B-LOC', 'O', 'O']"
The project will be managed by Keane 's Atlanta office .,"['O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'B-LOC', 'O', 'O']"
Teams :,"['O', 'O']"
"If she can get that threesome together , King will feel good about her chances against the Spain 's formidable duo of Arantxa Sanchez Vicario and Conchita Martinez .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'I-PER', 'O', 'B-PER', 'I-PER', 'O']"
Cologne 4 3 0 1 7 3 9,"['B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
-- Chicago newsdesk 312 408 8720--,"['O', 'B-LOC', 'O', 'O', 'O', 'O']"
U.S. corn gluten feed prices were flat while meal values were steady to firmer on Thursday .,"['B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Shopkeepers in Arab East Jerusalem rolled up their shutters some 10 minutes before the scheduled noon ( 0900 GMT ) end of the stoppage .,"['O', 'O', 'B-LOC', 'I-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'O', 'O', 'O', 'O', 'O', 'O']"
"Chief Nicholas Gcaleka , dressed in animal skins and full tribal regalia , journeyed to a wintry Scotland in February on a hugely publicised quest to find Hintsa 's skull .","['O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O']"
The pair hammered 36 boundaries between them .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
WESTERN DIVISION,"['B-MISC', 'I-MISC']"
"Philippoussis is on course for a third round meeting with world number one Pete Sampras of the United States , whom he beat at the Australian Open last January .","['B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'I-MISC', 'O', 'O', 'O']"
"Announcing the group 's results for the year ended June 30 , chairman Brian Gilbertson said : "" Happily the strong improvement in financial performance is not an illusion arising from the recent weakness of the rand relative to the dollar . ""","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"In addition , its Polish operation began with some six weeks of delay due to cold winter weather and the test run was also longer than planned .","['O', 'O', 'O', 'O', 'B-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Huber , who lost to Monica Seles in the Australian Open final , fell victim to an unfortunate draw in bowing to dangerous floater Amanda Coetzer of South Africa .","['B-PER', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'B-MISC', 'I-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'B-LOC', 'I-LOC', 'O']"
Dole team seeking to pin down debate details .,"['B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
That was the second-largest loss in the company 's history .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Top prices in Iowa / southern Minnesota Tuesday were expected to range from mostly $ 59.50 to $ 60.00 , steady following a $ 0.50 - $ 1.50 jump Monday .","['O', 'O', 'O', 'B-LOC', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Network operators said the draft laws would hold them responsible for copyright infringements in the system and expose them to multi-billion-dollar liabilities .,"['B-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
BASKETBALL - OLYMPIAKOS BEAT DINAMO 69-60 .,"['O', 'O', 'B-ORG', 'O', 'B-ORG', 'O', 'O']"
"KIMBERLEY , South Africa 1996-08-27","['B-LOC', 'O', 'B-LOC', 'I-LOC', 'O']"
Organisers expect about two-thirds of the participants to drop out or be disqualified before the finish .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Premier division,"['O', 'O']"
Sales 9.06 9.31 8.42,"['O', 'O', 'O', 'O']"
"Saturday 's matches ( tabulated - played , won , drawn , lost , goals","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
- English langage to be taught as of the eighth year of the primary school instead of the third year of the secondary school .,"['O', 'B-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Women 's 200 metres,"['O', 'O', 'O', 'O']"
CSKA 6 1 1 4 4 7 4,"['B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Daughter of Henry VIII and his second wife Anne Boleyn , she was queen of England 1558-1603 .","['O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O']"
Colleen Siegel,"['B-PER', 'I-PER']"
Nickel ( melting grade ) 9.0-12.0 cents / pound,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
15. Martina Ertl ( Germany ) 1:49.85,"['O', 'B-PER', 'I-PER', 'O', 'B-LOC', 'O', 'O']"
"The Bradys walked on to the stage , he on her arm and with the aid of a cane , to a rousing reception from the convention .","['O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Brazil 's Eletropaulo names new president .,"['B-LOC', 'O', 'B-ORG', 'O', 'O', 'O', 'O']"
BALTIMORE 70 61 .534 4,"['B-ORG', 'O', 'O', 'O', 'O']"
NEW YORK 73 54 .575 -,"['B-ORG', 'I-ORG', 'O', 'O', 'O', 'O']"
"During the three-month trial , the court dealt mainly with issues of the NSDAP-AO 's "" NS Kampfruf "" ( "" National Socialist Battle Cry "" ) magazine , filled with references to Aryan supremacy and defamatory statements about Jews .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'O']"
"We ca n't let terrorists out of jail when they are a danger to civilians all around the world , "" State Department spokesman Nicholas Burns said . '","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O']"
AD-DIYAR,['B-ORG']
"Note - if more than one team has the same number of points ,","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
2. England 8.61,"['O', 'B-LOC', 'O']"
""" Everyone has moments when they get tight .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
-- London Newsroom +44-171-542 7717,"['O', 'B-ORG', 'I-ORG', 'O', 'O']"
President Corazon Aquino said the Philippines was closely monitoring interest rates in the wake of Monday 's record drop on Wall Street and steep declines in Manila and other Asian stock markets .,"['O', 'B-PER', 'I-PER', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'B-MISC', 'O', 'O', 'O']"
CYCLING - WORLD CHAMPIONSHIP RESULTS .,"['O', 'O', 'O', 'O', 'O', 'O']"
It did not provide details of KDP casualties and a PUK spokesman was not immediately available for comment .,"['O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Wales - John Hartson ( 12th , 56th and 83rd minutes ) , Scott Young ( 24th )","['B-LOC', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O']"
Frederick is serving a 347-year sentence .,"['B-PER', 'O', 'O', 'O', 'O', 'O', 'O']"
"But Chilean Ambassador Juan Somavia said : "" Every weapon that reached Burundi is a weapon aimed mainly at killing an unarmed civilian .","['O', 'B-MISC', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
45.455,['O']
"Paul Newman , nominated for the seventh time , won the best actor Oscar for `` The Color of Money , '' distributed by Walt Disney Co 's Buena Vista , and deaf actress Marlee Martin was named best actress for `` Children of a Lesser God , '' released by Gulf and Western Inc 's < GW > Paramount Pictures .","['B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'B-MISC', 'I-MISC', 'I-MISC', 'I-MISC', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'I-MISC', 'I-MISC', 'I-MISC', 'I-MISC', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O']"
"The defending world champion Atlanta Braves , with the best record and best pitching in baseball , added another weapon Wednesday , acquiring Denny Neagle , the winningest left-hander in the National League , from the Pittsburgh Pirates .","['O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'I-MISC', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O']"
SOCCER - ROMANIA BEAT LITHUANIA IN U-21 QUALIFIER .,"['O', 'O', 'B-LOC', 'O', 'B-LOC', 'O', 'O', 'O', 'O']"
MINNESOTA AT MILWAUKEE,"['B-ORG', 'O', 'B-LOC']"
matches on Wednesday :,"['O', 'O', 'O', 'O']"
3 - Thomas Muster ( Austria ) beat Dirk Dier ( Germany ) 6-3 6-2 6-4,"['O', 'O', 'B-PER', 'I-PER', 'O', 'B-LOC', 'O', 'O', 'B-PER', 'I-PER', 'O', 'B-LOC', 'O', 'O', 'O', 'O']"
"Salou , who plays for MSV Duisburg in the Bundesliga , scored in the 53rd minute of Sunday 's match in Lome for a 1-0 aggregate win which takes his side into group six , where they will meet Liberia , Tanzania and Zaire .","['B-PER', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'B-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'B-LOC', 'O', 'B-LOC', 'O']"
games played on Thursday .,"['O', 'O', 'O', 'O', 'O']"
"USDA Thursday forecast U.S. agricultural exports in fiscal year 1997 would decline to $ 58 billion , down $ 2 billion from the record $ 60 billion seen for fiscal 1996 .","['B-ORG', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Car kills two trying to avoid Texas drag race .,"['O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O']"
Rotor Volgograd 23 15 5 3 42 17 50,"['B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"The decline is all the worse for people who recall wasteful Soviet times , when the Kremlin imported grain but priced bread so cheaply that people bought it to feed their pigs .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"League duties restricted the Barbarians ' selectorial options but they still boast 13 internationals including England full-back Tim Stimpson and recalled wing Tony Underwood , plus All Black forwards Ian Jones and Norm Hewitt .","['O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'B-PER', 'I-PER', 'O', 'B-PER', 'I-PER', 'O']"
ATLANTIC DIVISION,"['B-LOC', 'O']"
"With the exception of a Philippoussis showdown , Sampras looks to have landed in a comfortable quarter of the draw with the likes of Frenchman Cedric Pioline and ailing French Open champion Yevgeny Kafelnikov , who is nursing a rib injury , in his path .","['O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'B-PER', 'I-PER', 'O', 'O', 'B-MISC', 'I-MISC', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
NHL ICE HOCKEY - STANDINGS AFTER THURSDAY 'S GAMES .,"['B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
4. Debrecen 3 2 - 1 10 4 6,"['O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
international meeting on Sunday :,"['O', 'O', 'O', 'O', 'O']"
Philadelphia 6 DALLAS 3,"['B-LOC', 'O', 'B-LOC', 'O']"
Medicare would be at risk of withering on the vine .,"['B-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"It said last Friday they were visited by Monsignor Caesar Mazzolari , apostolic administrator of the diocese of Rumbek in southern Sudan , and an SPLA administrator and appeared in good condition .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"But Ukraine , seeing itself as a bridge between Russia and the rapidly Westernising countries of eastern Europe , is looking West as well as East .","['O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'B-MISC', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Summaries of French first division,"['O', 'O', 'B-MISC', 'O', 'O']"
"Longyear is a Norwegian settlement of just over 1,000 people , but it also feels the loss keenly .","['B-LOC', 'O', 'O', 'B-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
13= Stefanie Schuster ( Austria ) 50,"['O', 'B-PER', 'I-PER', 'O', 'B-LOC', 'O', 'O']"
South Africa managed to avoid a fifth successive defeat in 1996 at the hands of the All Blacks with an emphatic 32-22 victory in front of an ecstatic Ellis Park crowd on Saturday .,"['B-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'O', 'O', 'O']"
Inverness Thistle 3 1 0 2 3 6 3,"['B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Played Sunday :,"['O', 'O', 'O']"
"Between late June and July , a total of 192 people were poisoned by the toxic liquor , and 35 of them died and six were left severely handicapped , it said .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Eighth seed Marc Rosset of Switzerland was eliminated in a one hour , 55 minute battle by unseeded Mark Philippoussis of Australia .","['O', 'O', 'B-PER', 'I-PER', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'B-LOC', 'O']"
"The Swiss teenager , a twice French Open junior champion and a Wimbledon juniors winner , had already proven her main stage mettle by reaching the quarters at this year 's Australian Open .","['O', 'B-MISC', 'O', 'O', 'O', 'O', 'B-MISC', 'I-MISC', 'O', 'O', 'O', 'O', 'B-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'I-MISC', 'O']"
"6 faces the key monthly employment report , which has been known to cause dramatic swings in stock prices .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"The company earned $ 11.2 million on sales of $ 299 million in the first six months of 1996 , up from year-earlier earnings of $ 4.7 million on sales of $ 285.7 million .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
